contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52F,Y70,Y7
k141_1231730,912,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",41.6,238,2.96E-49,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,3.025833736,0,9.641432585
k141_1349093,3687,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",38,526,4.11E-107,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,77.76392702,0,0.76116573
k141_1925252,409,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",45.5,88,1.14E-13,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,0,0,4.228698502
k141_2342850,1550,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",31,419,2.82E-52,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,9.833959643,0,0
k141_264483,397,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",87.9,132,3.18E-75,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0.605288267,0,0,0,0,0,0,0.327580367,0
k141_2807514,603,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",87.6,153,1.58E-88,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,1.903994996,0.579975701,2.799458237,0,0,0,0,0,0,1.310321468,0
k141_2816057,1747,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",44.8,507,5.52E-131,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,22.31552381,0,6.427621723
k141_2968648,1638,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",39.1,297,2.98E-44,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,0,0,10.14887641
k141_3140887,3150,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",33.9,554,1.13E-80,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,1.210576535,0,0,0.29160334,0,0,0.605166747,0,79.49953184
k141_3237508,1271,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",31.6,187,1.87E-14,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,3.55535464,0,1.353183521
k141_553916,3386,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",45.9,543,2.31E-142,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,405.927628,0,0,0,0,3.933583857,0,1.522331461
k141_696528,1314,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",34.5,409,2.05E-64,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,4.463104761,0,0
k141_726076,3300,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",90.1,558,0,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,2.515993388,1.353276636,6.279865774,0,0,0,0,0.509868505,1.512916868,79.19255371,26.13335674
k141_916612,969,AQY59905.1,"AQY59905.1 RdRp, partial [Statovirus D1]",42.6,188,4.49E-35,Viruses,Statovirus D1,1964823,Statovirus D1,root|Viruses|unclassified viruses|Statovirus|Statovirus D1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,0,0,9.133988765
k141_1774902,1214,QYB17053.1,QYB17053.1 RNA-dependent RNA polymerase [Statovirus F1],33.3,168,2.45E-14,Viruses,Statovirus F1,2862951,Statovirus F1,root|Viruses|unclassified viruses|Statovirus|Statovirus F1,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,0,0,0,23.60150314,0,11.24833802
k141_2400395,708,QYB17053.1,QYB17053.1 RNA-dependent RNA polymerase [Statovirus F1],36.2,163,2.30E-25,Viruses,Statovirus F1,2862951,Statovirus F1,root|Viruses|unclassified viruses|Statovirus|Statovirus F1,no rank|superkingdom|no rank|clade|species,1.223996783,0,2.87511927,0,0,0,0,0,0,0.655160734,0
k141_2390526,1295,QRD99309.1,"QRD99309.1 MAG: RNA-dependent RNA polymerase, partial [Statovirus sp.]",46.9,409,8.09E-104,Viruses,Statovirus sp.,2747383,Statovirus sp.,root|Viruses|unclassified viruses|Statovirus|Statovirus sp.,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,7.727488514,0,0,0,0,0
k141_2451467,557,QRD99315.1,"QRD99315.1 MAG: RNA-dependent RNA polymerase, partial [Statovirus sp.]",36.8,152,7.93E-17,Viruses,Statovirus sp.,2747383,Statovirus sp.,root|Viruses|unclassified viruses|Statovirus|Statovirus sp.,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,2.697330896,0,0,0,0,0
k141_3123753,376,QRD99307.1,"QRD99307.1 MAG: RNA-dependent RNA polymerase, partial [Statovirus sp.]",49.4,77,3.85E-15,Viruses,Statovirus sp.,2747383,Statovirus sp.,root|Viruses|unclassified viruses|Statovirus|Statovirus sp.,no rank|superkingdom|no rank|clade|species,0,0,0,0,0,1.312215031,0,0,0,0,0
k141_1040201,321,DAC81494.1,DAC81494.1 TPA_asm: hypothetical protein [Blastocystis MELD virus],39.6,91,3.11E-21,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,1.059254468,0,0,0,0,0,0,0,0
k141_1370458,393,DAC81495.1,DAC81495.1 TPA_asm: PolB [Blastocystis MELD virus],67,94,2.06E-35,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,0.756610334,0,0,0,0,0,0,0,0
k141_1485163,921,DAC81482.1,DAC81482.1 TPA_asm: penton+ [Blastocystis MELD virus],52.5,80,6.76E-15,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,3.858712705,0,0,0,0,0,0.45387506,0,0
k141_1852150,6238,DAC81495.1,DAC81495.1 TPA_asm: PolB [Blastocystis MELD virus],44,1412,0,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,373.9924882,0,0,0,0,0,1.891146085,0,0
k141_193756,379,DAC81495.1,DAC81495.1 TPA_asm: PolB [Blastocystis MELD virus],46.7,122,1.33E-26,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,1.210576535,0,0,0,0,0,0,0,0
k141_2216620,395,DAC81495.1,DAC81495.1 TPA_asm: PolB [Blastocystis MELD virus],49.4,87,2.44E-17,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,0,0,0,0,0,0,0.45387506,0,0
k141_2692467,1670,DAC81487.1,"DAC81487.1 TPA_asm: adenain, partial [Blastocystis MELD virus]",36.2,138,2.98E-16,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,16.26712219,0,0,0,0,0,0.302583374,0,0
k141_2750884,788,DAC81484.1,DAC81484.1 TPA_asm: hypothetical protein [Blastocystis MELD virus],66.7,225,2.72E-93,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,2.87511927,0,0,0,0,0,0.302583374,0,0
k141_331959,1354,DAC81482.1,DAC81482.1 TPA_asm: penton+ [Blastocystis MELD virus],33.9,333,2.39E-35,Viruses,Blastocystis MELD virus,2707325,Blastocystis MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Blastocystis MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,0,0,5.825899574,0,0,0,0,0,0,0,0
k141_2259487,364,DAC81507.1,DAC81507.1 TPA_asm: PolB [Bovine rumen MELD virus],38.5,96,2.25E-12,Viruses,Bovine rumen MELD virus,2707308,Bovine rumen MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Bovine rumen MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,1.019997319,0,0,0,0,0,0,0,0,0,0
k141_563380,1415,DAC81716.1,DAC81716.1 TPA_asm: PolB [Sheep rumen MELD virus],25.5,482,6.84E-21,Viruses,Sheep rumen MELD virus,2707322,Sheep rumen MELD virus,root|Viruses|unclassified viruses|unclassified DNA viruses|unclassified dsDNA viruses|Sheep rumen MELD virus,no rank|superkingdom|no rank|no rank|no rank|species,6.663982487,0,0,0.485656185,0,0,0,0,0,0,0
k141_101787,7923,ADY76802.1,ADY76802.1 PP287 [Orf virus],84.2,38,3.89E-11,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.815997856,0.096662617,0.453966201,34.56253184,3.201827806,9.9874144,0,0.509868505,0.302583374,0,35.52106742
k141_1029673,620,ADY76686.1,ADY76686.1 PP1 [Orf virus],77.1,70,7.56E-26,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2.104510135,0.421293132,0.29160334,0,0.424890421,0,0,1.437757491
k141_1047824,531,ADY76686.1,ADY76686.1 PP1 [Orf virus],77.9,95,3.08E-46,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.193325234,0.151322067,0.566598883,0.168517253,0.29160334,0,0.339912337,0,0.163790183,0.67659176
k141_1101829,3005,ADY76802.1,ADY76802.1 PP287 [Orf virus],83.3,42,4.67E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.193325234,0.907932401,9.227467516,0,2.843132566,0,0.169956168,0,0,10.31802435
k141_1182229,525,ADY76802.1,ADY76802.1 PP287 [Orf virus],61.7,47,1.46E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.133197765,0,0.14580167,0,0,0.151291687,0,0.16914794
k141_1243869,339,ADY76686.1,ADY76686.1 PP1 [Orf virus],74.4,78,7.31E-31,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.32377079,0,0.29160334,0,0,0,0,0.25372191
k141_1342288,883,ADY76802.1,ADY76802.1 PP287 [Orf virus],79.1,43,2.74E-15,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.29508316,0.168517253,0.072900835,0,0,0,0,1.522331461
k141_1396195,1161,ADY76802.1,ADY76802.1 PP287 [Orf virus],71.7,46,1.88E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2.185452833,0.505551759,1.166413361,0,0,0,0,0.8457397
k141_1404549,434,ADY76686.1,ADY76686.1 PP1 [Orf virus],65.2,69,3.67E-19,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.133197765,0,0.29160334,0,0,0,0,0.33829588
k141_1428847,664,ADY76686.1,ADY76686.1 PP1 [Orf virus],69,84,1.47E-29,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.566598883,0,0.29160334,0,0,0,0,0.50744382
k141_1436055,393,ADY76802.1,ADY76802.1 PP287 [Orf virus],75.5,53,1.10E-16,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.485656185,0,0.29160334,0,0,0,0,0.16914794
k141_1540033,662,ADY76802.1,ADY76802.1 PP287 [Orf virus],75.6,45,4.29E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.97131237,1.17962077,0.87481002,0,0,0,0,0.16914794
k141_154024,613,ADY76802.1,ADY76802.1 PP287 [Orf virus],73.9,46,8.86E-12,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.699796648,0.674069012,0.29160334,0,0,0,0.163790183,0.76116573
k141_1555924,473,ADY76686.1,ADY76686.1 PP1 [Orf virus],87.8,41,5.56E-16,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.64754158,0,0.072900835,0,0,0,0,0.8457397
k141_1694483,888,ADY76802.1,ADY76802.1 PP287 [Orf virus],86.8,38,2.06E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2.59016632,0.084258626,1.02061169,0,0,0,0,3.467532772
k141_1766978,563,ADY76802.1,ADY76802.1 PP287 [Orf virus],72.5,51,1.68E-15,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.29508316,0.168517253,0.43740501,0,0,0.302583374,0,0.16914794
k141_2031152,367,ADY76686.1,ADY76686.1 PP1 [Orf virus],80,65,1.29E-26,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.890369673,0,0.43740501,0,0,0,0,0.16914794
k141_2054565,735,ADY76686.1,ADY76686.1 PP1 [Orf virus],68.4,76,8.79E-25,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0.151322067,1.376025858,0.168517253,0.72900835,0.142713807,0,0,0.327580367,0.67659176
k141_2226683,699,ADY76686.1,ADY76686.1 PP1 [Orf virus],68.2,88,2.83E-32,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0.151322067,2.023567438,0.337034506,0.29160334,0,0.594846589,0,0,0.50744382
k141_2286760,331,ADY76802.1,ADY76802.1 PP287 [Orf virus],73.2,41,6.23E-11,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.64754158,0,0,0,0,0,0,1.268609551
k141_2373049,702,ADY76802.1,ADY76802.1 PP287 [Orf virus],59.3,59,2.14E-12,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.780739345,0.168517253,0,0,0,0,0,0.67659176
k141_2471098,632,ADY76686.1,ADY76686.1 PP1 [Orf virus],64.9,97,1.59E-34,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.699796648,0,1.312215031,0,0,0,0,2.368071161
k141_2476118,3031,ADY76686.1,ADY76686.1 PP1 [Orf virus],76.4,55,3.08E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,13.51743048,0.505551759,3.061835071,0.142713807,0,0.756458434,0,4.820716292
k141_2480227,488,ADY76802.1,ADY76802.1 PP287 [Orf virus],73.2,56,2.35E-18,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.32377079,0,0,0,0,0,0,0.33829588
k141_2489007,482,ADY76686.1,ADY76686.1 PP1 [Orf virus],63.9,61,5.44E-17,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.97131237,0,0.801909185,0,0,0,0,0.42286985
k141_2527689,679,ADY76802.1,ADY76802.1 PP287 [Orf virus],82.6,46,1.19E-18,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.566598883,0.674069012,0,0,0,0,0,1.353183521
k141_2549592,828,ADY76686.1,ADY76686.1 PP1 [Orf virus],71.1,97,1.58E-39,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,1.537911253,1.17962077,0.14580167,0,1.529605515,0,0,0.33829588
k141_2598023,440,ADY76802.1,ADY76802.1 PP287 [Orf virus],77.4,53,3.55E-19,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0.168517253,0.29160334,0,0.169956168,0,0,0.50744382
k141_2635059,963,ADY76686.1,ADY76686.1 PP1 [Orf virus],79.7,74,2.82E-27,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2.26639553,0.337034506,0.801909185,0.142713807,0.084978084,0,0.327580367,1.184035581
k141_266956,534,ADY76802.1,ADY76802.1 PP287 [Orf virus],73.1,67,8.73E-25,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.64754158,0.168517253,0,0,0.509868505,0,0,0.8457397
k141_2678553,818,ADY76686.1,ADY76686.1 PP1 [Orf virus],75,56,1.05E-16,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2.994879808,0.337034506,1.02061169,0,0,0,0,0.8457397
k141_2701035,490,ADY76802.1,ADY76802.1 PP287 [Orf virus],76.7,43,1.53E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.32377079,0.168517253,0.43740501,0,0,0,0,0.33829588
k141_2817579,413,ADY76686.1,ADY76686.1 PP1 [Orf virus],69.6,56,4.76E-15,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.407998928,0,0,0.485656185,0,0.29160334,0,0.169956168,0,0.327580367,0.16914794
k141_2965104,1447,ADY76686.1,ADY76686.1 PP1 [Orf virus],70.4,98,2.38E-36,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0.151322067,2.26639553,0.505551759,1.093512526,0,3.229167198,0,0,1.184035581
k141_2973323,324,ADY76686.1,ADY76686.1 PP1 [Orf virus],75.3,97,9.95E-44,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0.151322067,1.456968555,0.842586265,0.72900835,0.071356904,0,0,0,1.945201311
k141_3133131,1956,ADY76686.1,ADY76686.1 PP1 [Orf virus],74.4,78,3.60E-23,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,3.480535993,0.505551759,1.02061169,0,0,0,0,10.14887641
k141_3165652,717,ADY76686.1,ADY76686.1 PP1 [Orf virus],59.5,84,7.41E-17,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.407998928,0,0,1.61885395,0.168517253,0.14580167,0,0,0.605166747,0,0.8457397
